organ,germ_layer,cell_type,rank_in_celltype,gene_symbol,canonical_marker,sensitivity_human,specificity_human,ubiquitousness_index,marker_score,gene_aliases,product_description,source
Brain,Ectoderm,Schwann cells,12,ASPA,Y,0.0,0.00344612,0.027,0.0,ACY2,aspartoacylase,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,13,OLIG1,Y,0.0,0.00438596,0.066,0.0,BHLHB6; bHLHe21,oligodendrocyte transcription factor 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,14,GPR37L1,Y,0.0,0.00438596,0.041,0.0,ETBR-LP-2,G protein-coupled receptor 37 like 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,15,NOV,Y,0.0,0.00469925,0.004,0.0,IGFBP9; CCN3,nephroblastoma overexpressed,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,16,GFAP,Y,0.0,0.0056391,0.013,0.0,FLJ45472,glial fibrillary acidic protein,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,17,BCAS1,Y,0.0,0.00783208,0.035,0.0,NABC1; AIBC1,breast carcinoma amplified sequence 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,18,CMTM5,Y,0.0,0.00783208,0.044,0.0,FLJ37521; CKLFSF5,CKLF like MARVEL transmembrane domain containing 5,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,19,SCN7A,Y,0.0,0.00814536,0.017,0.0,Nav2.1; Nav2.2; NaG; SCN6A,sodium voltage-gated channel alpha subunit 7,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,20,CADM4,Y,0.0,0.00971178,0.082,0.0,TSLL2; Necl-4; SynCAM4; IGSF4C,cell adhesion molecule 4,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,21,NRN1,Y,0.0,0.0100251,0.021,0.0,NRN,neuritin 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,22,MAG,Y,0.0,0.0109649,0.045,0.0,SIGLEC4A; SIGLEC-4A; S-MAG; GMA,myelin associated glycoprotein,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,23,ITGB4,Y,0.0,0.0140977,0.013,0.0,CD104,integrin subunit beta 4,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,24,SEMA3B,Y,0.0,0.0178571,0.009,0.0,SemA; semaV; LUCA-1; sema5; SEMAA,semaphorin 3B,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,25,MATN2,Y,0.0,0.0178571,0.017,0.0,,matrilin 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,26,PLP1,Y,0.0,0.0303885,0.123,0.0,GPM6C; SPG2,proteolipid protein 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,27,CTHRC1,Y,0.0,0.0319549,0.031,0.0,,collagen triple helix repeat containing 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,28,S100B,Y,0.0,0.033208,0.066,0.0,S100beta,S100 calcium binding protein B,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,29,NDRG1,Y,0.0,0.0620301,0.084,0.0,DRG1; RTP; TDD5; CAP43,N-myc downstream regulated 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,30,CD82,Y,0.0,0.0632832,0.097,0.0,R2; IA4; TSPAN27; ST6; KAI1,CD82 molecule,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,31,CNP,Y,0.0,0.0682957,0.115,0.0,,"2',3'-cyclic nucleotide 3' phosphodiesterase","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,32,APOD,Y,0.0,0.0689223,0.062,0.0,,apolipoprotein D,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,33,AGR2,Y,0.0,0.0733083,0.024,0.0,XAG-2; HAG-2; PDIA17,"anterior gradient 2, protein disulphide isomerase family member","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,34,PMP22,Y,0.0,0.0958647,0.102,0.0,HNPP; GAS3; Sp110,peripheral myelin protein 22,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,35,CRYAB,Y,0.0,0.10683,0.136,0.0,HSPB5; CRYA2,crystallin alpha B,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,36,SEPT9,Y,0.0,0.142231,0.081,0.0,MSF1; KIAA0991; PNUTL4; AF17q25; SeptD1,septin 9,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,37,STMN1,Y,0.0,0.419486,0.43,0.0,OP18; PR22; PP19; Lag; FLJ32206; LAP18; C1orf215,stathmin 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,38,SOX10,Y,,,0.04,0.0,DOM; WS4; WS2E,SRY-box 10,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,39,NTRK1,N,0.0,0.0,0.004,0.0,TRKA; MTC,neurotrophic receptor tyrosine kinase 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,40,LGI4,N,0.0,0.00438596,0.002,0.0,,leucine rich repeat LGI family member 4,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,41,BCHE,N,0.0,0.00532581,0.003,0.0,CHE2,butyrylcholinesterase,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,42,NPY,N,0.0,0.0056391,0.015,0.0,PYY4,neuropeptide Y,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,43,ART3,N,0.0,0.016604,0.021,0.0,,ADP-ribosyltransferase 3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,44,TST,N,0.0,0.0194236,0.047,0.0,,thiosulfate sulfurtransferase,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,45,NF2,N,0.0,0.0441729,0.016,0.0,merlin; ACN; SCH; BANF,neurofibromin 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,46,LAMC1,N,0.0,0.0507519,0.058,0.0,LAMB2,laminin subunit gamma 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Schwann cells,47,BAG3,N,0.0,0.0642231,0.036,0.0,,BCL2 associated athanogene 3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Skin,Mesoderm,Sebocytes,1,IHH,Y,0.0,0.0,0.002,0.0,HHG2; BDA1,indian hedgehog,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Skin,Mesoderm,Sebocytes,2,CRHR1,Y,0.0,0.0,0.002,0.0,CRF-R; CRF1; CRHR,corticotropin releasing hormone receptor 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Skin,Mesoderm,Sebocytes,3,CEBPA,Y,0.0,0.0,0.025,0.0,C/EBP-alpha; CEBP,CCAAT enhancer binding protein alpha,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Skin,Mesoderm,Sebocytes,4,S100A7,Y,0.0,0.0,0.0,0.0,S100A7c; PSOR1,S100 calcium binding protein A7,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Skin,Mesoderm,Sebocytes,5,CNR2,Y,0.0,0.0,0.0,0.0,CB2,cannabinoid receptor 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Skin,Mesoderm,Sebocytes,6,FFAR2,Y,0.0,0.0,0.01,0.0,FFA2R; GPR43,free fatty acid receptor 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Skin,Mesoderm,Sebocytes,7,FFAR3,Y,0.0,0.0,0.0,0.0,FFA3R; GPR41,free fatty acid receptor 3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Skin,Mesoderm,Sebocytes,8,CAMP,Y,0.0,0.000313283,0.022,0.0,CAP18; FALL39; FALL-39; LL37,cathelicidin antimicrobial peptide,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Skin,Mesoderm,Sebocytes,9,RDH12,Y,0.0,0.000313283,0.003,0.0,FLJ30273; SDR7C2; LCA13; RP53,retinol dehydrogenase 12,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Skin,Mesoderm,Sebocytes,10,HRH1,Y,0.0,0.000313283,0.0,0.0,,histamine receptor H1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Skin,Mesoderm,Sebocytes,11,CRH,Y,0.0,0.000626566,0.001,0.0,CRH1,corticotropin releasing hormone,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Skin,Mesoderm,Sebocytes,12,CALCA,Y,0.0,0.00125313,0.004,0.0,CALC1,calcitonin related polypeptide alpha,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Skin,Mesoderm,Sebocytes,13,EXO1,Y,0.0,0.00125313,0.005,0.0,HEX1; hExoI,exonuclease 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Skin,Mesoderm,Sebocytes,14,CYP24A1,Y,0.0,0.00250627,0.0,0.0,CP24; P450-CC24; CYP24,cytochrome P450 family 24 subfamily A member 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Skin,Mesoderm,Sebocytes,15,SRD5A2,Y,0.0,0.00344612,0.001,0.0,,steroid 5 alpha-reductase 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Skin,Mesoderm,Sebocytes,16,PTGER2,Y,0.0,0.00501253,0.001,0.0,,prostaglandin E receptor 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Skin,Mesoderm,Sebocytes,17,F2RL1,Y,0.0,0.00657895,0.005,0.0,GPR11,F2R like trypsin receptor 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Skin,Mesoderm,Sebocytes,18,ANGPTL4,Y,0.0,0.0300752,0.031,0.0,pp1158; PGAR; ARP4; HFARP; FIAF,angiopoietin like 4,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Skin,Mesoderm,Sebocytes,19,MUC1,Y,0.0,0.0328947,0.016,0.0,CD227; PEM; ADMCKD; ADMCKD1; MCKD; MCKD1,"mucin 1, cell surface associated","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Skin,Mesoderm,Sebocytes,20,CDH1,Y,0.0,0.0416667,0.056,0.0,uvomorulin; CD324; UVO,cadherin 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Skin,Mesoderm,Sebocytes,21,LTA4H,Y,0.0,0.0742481,0.053,0.0,,leukotriene A4 hydrolase,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Skin,Mesoderm,Sebocytes,22,KLF5,Y,0.0,0.0911654,0.062,0.0,IKLF; CKLF; BTEB2,Kruppel like factor 5,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Skin,Mesoderm,Sebocytes,23,KRT7,Y,0.0,0.10119,0.056,0.0,CK7; K2C7,keratin 7,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Skin,Mesoderm,Sebocytes,24,ADIPOR1,Y,0.0,0.113722,0.206,0.0,PAQR1; ACDCR1,adiponectin receptor 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Skin,Mesoderm,Sebocytes,25,CEBPB,Y,0.0,0.158521,0.138,0.0,NFIL6; IL6DBP; C/EBP-beta; TCF5,CCAAT enhancer binding protein beta,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Serotonergic neurons,1,FEV,Y,1.0,0.00313381,0.003,0.9969,Pet-1,"FEV, ETS transcription factor","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Serotonergic neurons,2,DDC,Y,1.0,0.00438734,0.014,0.9956,AADC,dopa decarboxylase,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Serotonergic neurons,3,TPH2,Y,0.0,0.0,0.001,0.0,NTPH; FLJ37295,tryptophan hydroxylase 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Serotonergic neurons,4,SLC22A3,Y,0.0,0.0,0.004,0.0,,solute carrier family 22 member 3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Serotonergic neurons,5,SLC6A4,Y,0.0,0.00125353,0.002,0.0,5-HTT; SERT1; HTT; OCD1,solute carrier family 6 member 4,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Serotonergic neurons,6,SLC18A2,Y,0.0,0.00125353,0.006,0.0,SVMT; SVAT; VMAT2,solute carrier family 18 member A2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Serotonergic neurons,7,ESM1,Y,0.0,0.0122219,0.006,0.0,,endothelial cell specific molecule 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Serotonergic neurons,8,TPH1,N,1.0,0.000940144,0.002,0.9991,TPRH; TPH,tryptophan hydroxylase 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,1,DHH,Y,0.0,0.0,0.002,0.0,HHG-3; MGC35145,desert hedgehog,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,2,CST9,Y,0.0,0.0,0.002,0.0,CTES7A,cystatin 9,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,3,TMEM184A,Y,0.0,0.0,0.006,0.0,MGC9712; SDMG1,transmembrane protein 184A,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,4,AMHR2,Y,0.0,0.0,0.002,0.0,MISR2; MISRII,anti-Mullerian hormone receptor type 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,5,ABCG8,Y,0.0,0.0,0.002,0.0,GBD4,ATP binding cassette subfamily G member 8,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,6,FSHR,Y,0.0,0.0,0.0,0.0,FSHRO; LGR1; ODG1,follicle stimulating hormone receptor,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,7,GDNF,Y,0.0,0.000313283,0.0,0.0,ATF1; ATF2; HFB1-GDNF,glial cell derived neurotrophic factor,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,8,MRO,Y,0.0,0.000313283,0.004,0.0,FLJ30140; C18orf3,maestro,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,9,STAR,Y,0.0,0.000313283,0.001,0.0,StAR; STARD1,steroidogenic acute regulatory protein,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,10,OCLN,Y,0.0,0.000313283,0.013,0.0,PPP1R115,occludin,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,11,FASLG,Y,0.0,0.000626566,0.0,0.0,FasL; CD178; APT1LG1; TNFSF6,Fas ligand,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,12,STIM1,Y,0.0,0.00093985,0.01,0.0,GOK; D11S4896E,stromal interaction molecule 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,13,NXF3,Y,0.0,0.00093985,0.0,0.0,,nuclear RNA export factor 3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,14,HES5,Y,0.0,0.00125313,0.036,0.0,bHLHb38,hes family bHLH transcription factor 5,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,15,GBA2,Y,0.0,0.00125313,0.001,0.0,KIAA1605; AD035; DKFZp762K054; SPG46,glucosylceramidase beta 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,16,RXRB,Y,0.0,0.00125313,0.009,0.0,NR2B2; H-2RIIBP; RCoR-1,retinoid X receptor beta,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,17,AR,Y,0.0,0.0018797,0.013,0.0,AIS; NR3C4; SMAX1; HUMARA; DHTR; SBMA,androgen receptor,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,18,PRND,Y,0.0,0.0018797,0.0,0.0,DPL; dJ1068H6.4; DOPPEL; PrPLP,prion like protein doppel,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,19,SCX,Y,0.0,0.00219298,0.003,0.0,bHLHa48; bHLHa41; SCXA; SCXB,scleraxis bHLH transcription factor,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,20,SHBG,Y,0.0,0.00281955,0.001,0.0,ABP; TEBG; MGC126834; MGC138391,sex hormone binding globulin,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,21,HSD17B3,Y,0.0,0.00281955,0.002,0.0,SDR12C2,hydroxysteroid 17-beta dehydrogenase 3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,22,INHBB,Y,0.0,0.00344612,0.005,0.0,,inhibin subunit beta B,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,23,GATA4,Y,0.0,0.00469925,0.008,0.0,,GATA binding protein 4,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,24,HSD17B1,Y,0.0,0.00469925,0.002,0.0,MGC138140; SDR28C1; EDH17B2,hydroxysteroid 17-beta dehydrogenase 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,25,GATA6,Y,0.0,0.00469925,0.019,0.0,,GATA binding protein 6,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,26,WNT6,Y,0.0,0.00532581,0.007,0.0,,Wnt family member 6,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,27,BCAR3,Y,0.0,0.00595238,0.007,0.0,SH2D3B; AND-34,"BCAR3, NSP family adaptor protein","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,28,KITLG,Y,0.0,0.00626566,0.001,0.0,SCF; Kitl; KL-1; FPH2; SLF; DFNA69,KIT ligand,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,29,PFKFB3,Y,0.0,0.00689223,0.006,0.0,,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,30,PADI2,Y,0.0,0.0075188,0.007,0.0,KIAA0994; PDI2,peptidyl arginine deiminase 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,31,DIAPH2,Y,0.0,0.00783208,0.005,0.0,POF2; DIA2,diaphanous related formin 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,32,DES,Y,0.0,0.0093985,0.021,0.0,CMD1I; CSM1; CSM2,desmin,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,33,HSPBAP1,Y,0.0,0.0103383,0.005,0.0,FLJ22623; PASS1,HSPB1 associated protein 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,34,PRLR,Y,0.0,0.0106516,0.013,0.0,,prolactin receptor,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,35,INHA,Y,0.0,0.0134712,0.006,0.0,,inhibin subunit alpha,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,36,AARD,Y,0.0,0.0137845,0.012,0.0,LOC441376; C8orf85,alanine and arginine rich domain containing protein,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,37,MEIG1,Y,0.0,0.0140977,0.018,0.0,bA2K17.3; SPATA39,meiosis/spermiogenesis associated 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,38,AMH,Y,0.0,0.0150376,0.004,0.0,MIS,anti-Mullerian hormone,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,39,TF,Y,0.0,0.0175439,0.004,0.0,PRO1557; PRO2086,transferrin,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,40,GATA1,Y,0.0,0.0178571,0.008,0.0,ERYF1; NFE1; GATA-1,GATA binding protein 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,41,NOTCH2,Y,0.0,0.0200501,0.096,0.0,,notch 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,42,WT1,Y,0.0,0.0225564,0.01,0.0,WIT-2; AWT1; NPHS4; GUD,Wilms tumor 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,43,CTSA,Y,0.0,0.0241228,0.104,0.0,GSL; PPGB,cathepsin A,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,44,MSI1,Y,0.0,0.0253759,0.022,0.0,,musashi RNA binding protein 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,45,CXCL12,Y,0.0,0.0269424,0.07,0.0,SCYB12; SDF-1a; SDF-1b; PBSF; TLSF-a; TLSF-b; TPAR1; SDF1A; SDF1B; SDF1,C-X-C motif chemokine ligand 12,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,46,SOX9,Y,0.0,0.0322682,0.086,0.0,SRA1; CMD1; CMPD1,SRY-box 9,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,47,SERPINB9,Y,0.0,0.0328947,0.018,0.0,CAP3; PI9,serpin family B member 9,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,48,EPS8,Y,0.0,0.0413534,0.02,0.0,,epidermal growth factor receptor pathway substrate 8,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,49,CLDN11,Y,0.0,0.0422932,0.059,0.0,OSP; OTM,claudin 11,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,50,NF2,Y,0.0,0.0441729,0.016,0.0,merlin; ACN; SCH; BANF,neurofibromin 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,51,ANKRD7,Y,0.0,0.0491855,0.01,0.0,TSA806,ankyrin repeat domain 7,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,52,NR1H2,Y,0.0,0.0548246,0.039,0.0,NER; NER-I; RIP15; LXR-b; LXRb,nuclear receptor subfamily 1 group H member 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,53,MAFB,Y,0.0,0.0592105,0.053,0.0,KRML,MAF bZIP transcription factor B,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,54,SLC16A3,Y,0.0,0.0614035,0.033,0.0,,solute carrier family 16 member 3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,55,PHF7,Y,0.0,0.0617168,0.018,0.0,NYD-SP6; HSPC226,PHD finger protein 7,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,56,GAMT,Y,0.0,0.0661028,0.051,0.0,PIG2; TP53I2,guanidinoacetate N-methyltransferase,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,57,CD46,Y,0.0,0.0786341,0.014,0.0,TRA2.10; MGC26544; MIC10,CD46 molecule,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,58,WFDC2,Y,0.0,0.0942982,0.056,0.0,HE4; WAP5; dJ461P17.6; EDDM4,WAP four-disulfide core domain 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,59,SERPING1,Y,0.0,0.0993108,0.066,0.0,C1IN; C1-INH; HAE1; HAE2; C1NH,serpin family G member 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,60,CD55,Y,0.0,0.12594,0.037,0.0,TC; CROM; DAF,CD55 molecule (Cromer blood group),"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,61,CLU,Y,0.0,0.216165,0.168,0.0,SGP-2; SP-40; TRPM-2; KUB1; CLU2; CLI; APOJ,clusterin,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Sertoli cells,62,SEMA5B,N,0.0,0.0,0.003,0.0,SemG; KIAA1445; FLJ10372; SEMAG,semaphorin 5B,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
