organ,germ_layer,cell_type,rank_in_celltype,gene_symbol,canonical_marker,sensitivity_human,specificity_human,ubiquitousness_index,marker_score,gene_aliases,product_description,source
Connective tissue,Mesoderm,Adipocytes,58,TRIP10,Y,0.0,0.00502355,0.007,0.0,HSTP; CIP4; STOT,thyroid hormone receptor interactor 10,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,59,XDH,Y,0.0,0.00502355,0.011,0.0,XOR; XO,xanthine dehydrogenase,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,60,RETN,Y,0.0,0.00533752,0.001,0.0,FIZZ3; ADSF; RETN1,resistin,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,61,CPT1B,Y,0.0,0.00533752,0.001,0.0,M-CPT1; CPT1-M,carnitine palmitoyltransferase 1B,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,62,TCF21,Y,0.0,0.00596546,0.014,0.0,POD1; bHLHa23,transcription factor 21,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,63,STEAP4,Y,0.0,0.00596546,0.007,0.0,FLJ23153; TIARP; STAMP2; SchLAH; TNFAIP9,STEAP4 metalloreductase,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,64,ANGPTL2,Y,0.0,0.00596546,0.013,0.0,,angiopoietin like 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,65,DPT,Y,0.0,0.00596546,0.021,0.0,,dermatopontin,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,66,MAOB,Y,0.0,0.00973312,0.009,0.0,,monoamine oxidase B,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,67,HSD11B1,Y,0.0,0.00973312,0.022,0.0,SDR26C1; HSD11B; HSD11,hydroxysteroid 11-beta dehydrogenase 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,68,CREB3L1,Y,0.0,0.00973312,0.015,0.0,OASIS,cAMP responsive element binding protein 3 like 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,69,ADRB2,Y,0.0,0.0100471,0.016,0.0,ADRBR; B2AR; ADRB2R,adrenoceptor beta 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,70,FABP4,Y,0.0,0.0103611,0.028,0.0,A-FABP; aP2,fatty acid binding protein 4,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,71,PPARG,Y,0.0,0.010989,0.006,0.0,PPARG1; PPARG2; NR1C3; PPARgamma,peroxisome proliferator activated receptor gamma,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,72,FGF7,Y,0.0,0.011303,0.005,0.0,KGF,fibroblast growth factor 7,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,73,CDO1,Y,0.0,0.0119309,0.036,0.0,,cysteine dioxygenase type 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,74,ZBTB16,Y,0.0,0.0119309,0.007,0.0,PLZF; ZNF145,zinc finger and BTB domain containing 16,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,75,ESM1,Y,0.0,0.0122449,0.006,0.0,,endothelial cell specific molecule 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,76,BCAT2,Y,0.0,0.0144427,0.021,0.0,BCAM; BCT2,branched chain amino acid transaminase 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,77,CYP27A1,Y,0.0,0.0150706,0.006,0.0,CTX; CYP27,cytochrome P450 family 27 subfamily A member 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,78,PCK1,Y,0.0,0.0156986,0.008,0.0,PEPCK-C,phosphoenolpyruvate carboxykinase 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,79,AGT,Y,0.0,0.0160126,0.02,0.0,SERPINA8,angiotensinogen,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,80,PNPLA2,Y,0.0,0.0160126,0.02,0.0,desnutrin; TTS-2.2; ATGL; FP17548; iPLA2zeta,patatin like phospholipase domain containing 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,81,CITED1,Y,0.0,0.0160126,0.023,0.0,MSG1,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,82,PDE3B,Y,0.0,0.0188383,0.01,0.0,HcGIP1,phosphodiesterase 3B,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,83,ACSL1,Y,0.0,0.0191523,0.022,0.0,LACS; ACS1; LACS1; FACL1; FACL2,acyl-CoA synthetase long chain family member 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,84,SOCS1,Y,0.0,0.0197802,0.012,0.0,SOCS-1; SSI-1; JAB; TIP3; Cish1,suppressor of cytokine signaling 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,85,EGFR,Y,0.0,0.022292,0.014,0.0,ERBB1; ERBB,epidermal growth factor receptor,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,86,ZNF423,Y,0.0,0.0238619,0.004,0.0,KIAA0760; hOAZ; Ebfaz; Zfp104; NPHP14; JBTS19,zinc finger protein 423,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,87,NMB,Y,0.0,0.0257457,0.013,0.0,MGC2277; MGC3936; MGC17211,neuromedin B,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,88,LPIN1,Y,0.0,0.0260597,0.012,0.0,KIAA0188,lipin 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,89,CPXM1,Y,0.0,0.0273155,0.018,0.0,CPX-1; CPX1; CPXM,"carboxypeptidase X, M14 family member 1","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,90,EPSTI1,Y,0.0,0.0291994,0.041,0.0,BRESI1; MGC29634,epithelial stromal interaction 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,91,GULP1,Y,0.0,0.0298273,0.01,0.0,CED6; CED-6; GULP,"GULP, engulfment adaptor PTB domain containing 1","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,92,AZGP1,Y,0.0,0.0376766,0.008,0.0,ZA2G; ZAG,"alpha-2-glycoprotein 1, zinc-binding","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,93,C3,Y,0.0,0.0389325,0.037,0.0,CPAMD1; ARMD9; C3a; C3b,complement C3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,94,AQP5,Y,0.0,0.0420722,0.018,0.0,,aquaporin 5,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,95,MNDA,Y,0.0,0.0461538,0.019,0.0,PYHIN3,myeloid cell nuclear differentiation antigen,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,96,SLC1A5,Y,0.0,0.0464678,0.038,0.0,AAAT; ASCT2; RDRC; M7V1,solute carrier family 1 member 5,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,97,CYP1B1,Y,0.0,0.0492936,0.016,0.0,CP1B; GLC3A,cytochrome P450 family 1 subfamily B member 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,98,MPZL1,Y,0.0,0.0505495,0.097,0.0,PZR; FLJ21047,myelin protein zero like 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,99,NNMT,Y,0.0,0.0605965,0.017,0.0,,nicotinamide N-methyltransferase,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Adipocytes,100,APOC1,Y,0.0,0.078179,0.047,0.0,,apolipoprotein C1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Adrenergic neurons,1,DBH,Y,0.0,0.0,0.001,0.0,DBM,dopamine beta-hydroxylase,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Adrenergic neurons,2,NPFF,Y,0.0,0.0,0.0,0.0,FMRFAL,neuropeptide FF-amide peptide precursor,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Adrenergic neurons,3,PNMT,Y,0.0,0.00093985,0.0,0.0,PENT,phenylethanolamine N-methyltransferase,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Adrenergic neurons,4,SLC18A2,Y,0.0,0.00125313,0.006,0.0,SVMT; SVAT; VMAT2,solute carrier family 18 member A2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Adrenergic neurons,5,TH,Y,0.0,0.0018797,0.002,0.0,DYT5b,tyrosine hydroxylase,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Adrenergic neurons,6,SLC12A7,Y,0.0,0.00281955,0.006,0.0,KCC4; DKFZP434F076,solute carrier family 12 member 7,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Adrenergic neurons,7,DDC,Y,0.0,0.00469925,0.014,0.0,AADC,dopa decarboxylase,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Brain,Ectoderm,Adrenergic neurons,8,SYT1,Y,0.0,0.02099,0.093,0.0,SVP65,synaptotagmin 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Lungs,Endoderm,Airway epithelial cells,1,SEC14L3,Y,0.0,0.0,0.006,0.0,TAP2,SEC14 like lipid binding 3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Lungs,Endoderm,Airway epithelial cells,2,ADH7,Y,0.0,0.00438596,0.006,0.0,ADH-4,"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Lungs,Endoderm,Airway epithelial cells,3,AQP1,Y,0.0,0.0178571,0.037,0.0,CHIP28; CO,aquaporin 1 (Colton blood group),"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Lungs,Endoderm,Airway epithelial cells,4,CDH1,Y,0.0,0.0416667,0.056,0.0,uvomorulin; CD324; UVO,cadherin 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Lungs,Mesoderm,Airway goblet cells,1,MUC20,Y,0.0,0.0,0.0,0.0,FLJ14408; KIAA1359,"mucin 20, cell surface associated","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Lungs,Mesoderm,Airway goblet cells,2,MUC5AC,Y,0.0,0.000313283,0.0,0.0,,"mucin 5AC, oligomeric mucus/gel-forming","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Lungs,Mesoderm,Airway goblet cells,3,GALNT6,Y,0.0,0.00093985,0.007,0.0,GalNAc-T6,polypeptide N-acetylgalactosaminyltransferase 6,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Lungs,Mesoderm,Airway goblet cells,4,MUC16,Y,0.0,0.00219298,0.001,0.0,FLJ14303,"mucin 16, cell surface associated","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Lungs,Mesoderm,Airway goblet cells,5,GALNT5,Y,0.0,0.00344612,0.001,0.0,GalNAc-T5,polypeptide N-acetylgalactosaminyltransferase 5,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Lungs,Mesoderm,Airway goblet cells,6,MUC5B,Y,0.0,0.0093985,0.002,0.0,MG1,"mucin 5B, oligomeric mucus/gel-forming","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Lungs,Mesoderm,Airway goblet cells,7,SPDEF,Y,0.0,0.00971178,0.004,0.0,PDEF; bA375E1.3,SAM pointed domain containing ETS transcription factor,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Lungs,Mesoderm,Airway goblet cells,8,SCGB3A1,Y,0.0,0.0115915,0.006,0.0,UGRP2; HIN-1; HIN1; LU105; PnSP-2,secretoglobin family 3A member 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Lungs,Mesoderm,Airway goblet cells,9,MUC4,Y,0.0,0.016604,0.005,0.0,,"mucin 4, cell surface associated","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Lungs,Mesoderm,Airway goblet cells,10,DUSP4,Y,0.0,0.0413534,0.011,0.0,HVH2; MKP-2; TYP,dual specificity phosphatase 4,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Lungs,Mesoderm,Airway goblet cells,11,LIPF,N,0.0,0.0,0.001,0.0,,"lipase F, gastric type","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Lungs,Mesoderm,Airway goblet cells,12,TFF2,N,0.0,0.000313283,0.002,0.0,SML1,trefoil factor 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Lungs,Mesoderm,Airway goblet cells,13,GP2,N,0.0,0.000626566,0.001,0.0,ZAP75,glycoprotein 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Lungs,Mesoderm,Airway goblet cells,14,MSLN,N,0.0,0.00125313,0.004,0.0,MPF,mesothelin,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Lungs,Mesoderm,Airway goblet cells,15,DMBT1,N,0.0,0.00281955,0.01,0.0,GP340; muclin; SALSA; Gp-340; hensin; vomeroglandin,deleted in malignant brain tumors 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Lungs,Mesoderm,Airway goblet cells,16,LTF,N,0.0,0.00626566,0.016,0.0,HLF2,lactotransferrin,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Lungs,Mesoderm,Airway goblet cells,17,CEACAM1,N,0.0,0.0191103,0.024,0.0,BGP1; CD66a; BGP,carcinoembryonic antigen related cell adhesion molecule 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Lungs,Mesoderm,Airway goblet cells,18,SEC23B,N,0.0,0.0238095,0.02,0.0,CDA-II; CDAII; HEMPAS; CDAN2,"Sec23 homolog B, coat complex II component","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Lungs,Mesoderm,Airway goblet cells,19,GOLPH3,N,0.0,0.0294486,0.069,0.0,GPP34; GOPP1; MIDAS; Vps74,golgi phosphoprotein 3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Lungs,Mesoderm,Airway goblet cells,20,AQP5,N,0.0,0.0419799,0.018,0.0,,aquaporin 5,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Lungs,Mesoderm,Airway goblet cells,21,PIGR,N,0.0,0.0441729,0.031,0.0,,polymeric immunoglobulin receptor,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Lungs,Mesoderm,Airway goblet cells,22,QSOX1,N,0.0,0.0441729,0.029,0.0,QSCN6,quiescin sulfhydryl oxidase 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Lungs,Mesoderm,Airway goblet cells,23,AGR2,N,0.0,0.0733083,0.024,0.0,XAG-2; HAG-2; PDIA17,"anterior gradient 2, protein disulphide isomerase family member","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Lungs,Mesoderm,Airway goblet cells,24,GGH,N,0.0,0.108396,0.069,0.0,,gamma-glutamyl hydrolase,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Lungs,Mesoderm,Airway goblet cells,25,FXYD3,N,0.0,0.12594,0.043,0.0,MAT-8; PLML,FXYD domain containing ion transport regulator 3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Airway smooth muscle cells,1,GATA5,N,0.0,0.00125313,0.002,0.0,bB379O24.1; GATAS,GATA binding protein 5,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Airway smooth muscle cells,2,NOG,N,0.0,0.00501253,0.002,0.0,SYNS1,noggin,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Airway smooth muscle cells,3,FOXF1,N,0.0,0.00845865,0.008,0.0,FREAC1; FKHL5,forkhead box F1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Airway smooth muscle cells,4,ACTA2,N,0.0,0.0194236,0.035,0.0,ACTSA,"actin, alpha 2, smooth muscle, aorta","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,1,CRYBA2,Y,0.967742,0.0113888,0.009,0.9567,,crystallin beta A2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,2,CHGA,Y,0.967742,0.0287884,0.057,0.9399,,chromogranin A,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,3,ALDH1A1,Y,0.903226,0.080038,0.039,0.8309,RALDH1; PUMB1; ALDH1,aldehyde dehydrogenase 1 family member A1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,4,PCSK2,Y,0.83871,0.0167668,0.032,0.8246,SPC2; NEC2,proprotein convertase subtilisin/kexin type 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,5,SCGN,Y,0.83871,0.0218285,0.014,0.8204,SECRET; DJ501N12.8; SEGN; CALBL,"secretagogin, EF-hand calcium binding protein","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,6,GCG,Y,0.83871,0.0439734,0.024,0.8018,GLP2; GRPP,glucagon,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,7,TTR,Y,0.83871,0.065802,0.055,0.7835,HsT2651; CTS; PALB; CTS1,transthyretin,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,8,SCGB2A1,Y,0.806452,0.00980702,0.003,0.7985,UGB3; LPHC; MGC71973; MGB2,secretoglobin family 2A member 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,9,TM4SF4,Y,0.806452,0.0132869,0.017,0.7957,il-TMP,transmembrane 4 L six family member 4,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,10,NEUROD1,Y,0.806452,0.0155014,0.038,0.794,BETA2; BHF-1; NeuroD; bHLHa3; MODY6; NEUROD,neuronal differentiation 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,11,GC,Y,0.774194,0.00664347,0.009,0.7691,VDBP; hDBP,"GC, vitamin D binding protein","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,12,SMIM24,Y,0.741935,0.0281556,0.037,0.721,HSPC323; C19orf77,small integral membrane protein 24,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,13,FXYD5,Y,0.741935,0.374881,0.213,0.4638,OIT2,FXYD domain containing ion transport regulator 5,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,14,PEMT,Y,0.709677,0.0385954,0.013,0.6823,PEMPT; PEMT2,phosphatidylethanolamine N-methyltransferase,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,15,MAFB,Y,0.709677,0.0528314,0.053,0.6722,KRML,MAF bZIP transcription factor B,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,16,SLC30A8,Y,0.677419,0.00885796,0.005,0.6714,ZnT-8,solute carrier family 30 member 8,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,17,F10,Y,0.645161,0.00917431,0.011,0.6392,,coagulation factor X,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,18,RGS4,Y,0.387097,0.0056944,0.052,0.3849,SCZD9,regulator of G protein signaling 4,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,19,PAX6,Y,0.258065,0.0120215,0.049,0.255,D11S812E; AN2,paired box 6,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,20,RFX6,Y,0.225806,0.00126542,0.001,0.2255,MGC33442; dJ955L16.1; RFXDC1,regulatory factor X6,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,21,FEV,Y,0.16129,0.00189813,0.003,0.161,Pet-1,"FEV, ETS transcription factor","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,22,UCP2,Y,0.16129,0.00347991,0.013,0.1607,SLC25A8; BMIQ4,uncoupling protein 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,23,LOXL4,Y,0.129032,0.0,0.0,0.129,FLJ21889; LOXC,lysyl oxidase like 4,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,24,ARX,Y,0.129032,0.000949067,0.019,0.1289,ISSX; CT121; EIEE1; MRXS1; PRTS; MRX76; MRX54; MRX43; MRX36; MRX29; MRX32; MRX33; MRX38; MRX87,aristaless related homeobox,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,25,IRX2,Y,0.0967742,0.00537805,0.012,0.0963,,iroquois homeobox 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,26,GLS,Y,0.0967742,0.0189813,0.061,0.0949,KIAA0838; GLS1,glutaminase,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,27,SMARCA1,Y,0.0967742,0.0408099,0.015,0.0928,NURF140; SWI; hSNF2L; SNF2L1; SNF2L,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,28,KLHL41,Y,0.0322581,0.000316356,0.001,0.0322,SARCOSIN; Krp1; KBTBD10,kelch like family member 41,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,29,SH3GL2,Y,0.0322581,0.00221449,0.025,0.0322,SH3P4; SH3D2A; CNSA2; EEN-B1,"SH3 domain containing GRB2 like 2, endophilin A1","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,30,PLCE1,Y,0.0322581,0.00822525,0.005,0.032,KIAA1516; NPHS3,phospholipase C epsilon 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,31,NKX6-1,Y,0.0322581,0.0101234,0.006,0.0319,Nkx6.1; NKX6A,NK6 homeobox 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,32,RESP18,Y,0.0,0.0,0.062,0.0,,regulated endocrine specific protein 18,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,33,GPR119,Y,0.0,0.0,0.0,0.0,hGPCR2; GPCR2,G protein-coupled receptor 119,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,34,IRX1,Y,0.0,0.0,0.009,0.0,IRX-5,iroquois homeobox 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,35,PYY,Y,0.0,0.00126542,0.016,0.0,PYY1,peptide YY,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,36,PTGER3,Y,0.0,0.00126542,0.001,0.0,EP3,prostaglandin E receptor 3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,37,FAP,Y,0.0,0.00253084,0.006,0.0,,fibroblast activation protein alpha,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,38,PGR,Y,0.0,0.00664347,0.003,0.0,NR3C3,progesterone receptor,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,39,DPP4,Y,0.0,0.0132869,0.02,0.0,CD26; ADCP2,dipeptidyl peptidase 4,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,40,SLC38A5,Y,0.0,0.023094,0.02,0.0,SN2; JM24,solute carrier family 38 member 5,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,41,LDB2,Y,0.0,0.0246757,0.019,0.0,LDB1,LIM domain binding 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,42,NKX2-2,N,0.290323,0.00759253,0.002,0.2881,NKX2.2; NKX2B,NK2 homeobox 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,43,KCNK16,N,0.225806,0.0056944,0.007,0.2245,K2p16.1; TALK-1; TALK1,potassium two pore domain channel subfamily K member 16,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Pancreas,Endoderm,Alpha cells,44,PRRG2,N,0.0645161,0.000316356,0.009,0.0645,PRGP2,proline rich and Gla domain 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
